Wall time,Step,Value
1590140508.406792,984,22.347219467163086
1590140509.816148,1002,21.242645263671875
1590140509.945492,1005,21.125043869018555
1590140510.614784,1014,22.38748550415039
1590140512.488523,1044,25.85430145263672
1590140513.578033,1057,25.205142974853516
1590140514.013475,1063,24.20895767211914
1590140514.257141,1066,25.574901580810547
1590140514.377999,1068,25.60062599182129
1590140514.622057,1072,26.06450080871582
1590140515.235031,1078,24.442028045654297
1590140515.635049,1083,24.289398193359375
1590140516.229573,1093,24.519433975219727
1590140516.667029,1099,25.166627883911133
1590140516.845846,1104,27.081941604614258
1590140517.529059,1114,24.836593627929688
1590140520.727085,1156,21.304420471191406
1590140521.03964,1160,21.190153121948242
1590140521.180802,1161,20.663541793823242
1590140521.236845,1162,20.47829818725586
1590140522.494901,1180,18.142963409423828
1590140523.203251,1193,19.13688087463379
1590140524.131994,1206,17.928285598754883
1590140525.922791,1232,18.868022918701172
1590140526.721344,1244,19.30669593811035
1590140527.442913,1255,20.478639602661133
1590140527.598772,1258,21.058460235595703
1590140527.794694,1261,21.0255069732666
1590140528.984851,1281,23.871191024780273
1590140529.378561,1287,23.38711166381836
1590140529.91441,1294,21.663639068603516
1590140530.394377,1300,19.54326629638672
1590140531.479393,1316,20.21544647216797
1590140531.66076,1319,20.921586990356445
1590140532.377725,1330,20.720155715942383
1590140532.601415,1333,21.72127342224121
1590140532.796335,1336,20.695072174072266
1590140532.832965,1337,20.92119789123535
1590140536.386368,1385,20.35282325744629
1590140536.477152,1388,21.677919387817383
1590140536.687107,1391,22.00261688232422
1590140536.760441,1392,21.936864852905273
1590140538.278423,1414,23.527311325073242
1590140539.176566,1426,21.003990173339844
1590140539.917851,1436,19.555198669433594
1590140540.15492,1440,19.707910537719727
1590140541.637503,1465,25.763731002807617
1590140541.718662,1466,25.69211769104004
1590140542.54348,1477,25.56516456604004
1590140543.170328,1485,24.252016067504883
1590140543.261103,1489,24.697608947753906
1590140543.481109,1491,25.262603759765625
1590140545.788424,1523,24.150470733642578
1590140546.03782,1527,23.487260818481445
1590140547.713353,1552,23.0952091217041
1590140548.775132,1568,20.0716609954834
1590140548.81965,1569,19.732192993164062
1590140549.762903,1584,20.881189346313477
1590140550.109126,1588,19.006864547729492
1590140551.259341,1604,20.550451278686523
1590140551.345239,1605,19.605607986450195
1590140553.041126,1627,22.94207763671875
1590140553.403767,1632,23.395654678344727
1590140553.749533,1637,24.220600128173828
1590140554.058926,1640,22.703670501708984
1590140554.489082,1645,21.367158889770508
1590140554.619484,1648,20.857370376586914
1590140555.382591,1660,21.1973934173584
1590140555.9532,1668,22.553874969482422
1590140556.430949,1675,21.928926467895508
1590140556.864719,1682,20.558134078979492
1590140557.484567,1691,20.56679916381836
1590140557.767553,1695,20.592254638671875
1590140558.021341,1697,19.575620651245117
1590140558.184185,1699,20.159353256225586
1590140558.323866,1702,19.647720336914062
1590140558.759939,1709,20.343944549560547
1590140559.602011,1718,19.33601188659668
1590140560.419454,1728,19.345535278320312
1590140560.795209,1732,19.127002716064453
1590140560.963152,1734,19.437503814697266
1590140561.092569,1737,20.00742530822754
1590140561.472945,1742,20.035898208618164
1590140561.747667,1745,20.17351531982422
1590140561.819732,1746,20.625553131103516
1590140563.070921,1766,19.8048095703125
1590140563.851172,1775,20.123306274414062
1590140564.542489,1781,19.325687408447266
1590140565.0731,1788,19.78409767150879
1590140565.126775,1789,19.955745697021484
1590140565.704438,1798,23.305278778076172
1590140566.214308,1805,23.39975929260254
1590140567.810789,1826,22.14066505432129
1590140568.136442,1830,22.169967651367188
1590140568.81754,1840,21.75857162475586
1590140569.134665,1844,22.298519134521484
1590140569.892065,1853,21.19664764404297
1590140570.832932,1866,20.752084732055664
1590140570.984292,1869,21.125782012939453
1590140571.413015,1875,22.37490463256836
1590140571.581011,1877,21.987751007080078
1590140574.052399,1911,23.18817710876465
1590140574.487957,1917,22.424184799194336
1590140575.596828,1934,25.401277542114258
1590140576.325882,1944,24.651809692382812
1590140576.520464,1947,24.284841537475586
1590140576.666253,1949,24.94459342956543
1590140578.037961,1967,26.605018615722656
1590140578.962208,1981,27.989404678344727
1590140579.07191,1983,27.295303344726562
1590140580.439271,2001,27.23398780822754
1590140580.737607,2005,27.322986602783203
1590140581.331218,2013,27.098127365112305
1590140582.498671,2030,23.878013610839844
1590140582.846212,2036,24.285951614379883
1590140584.799711,2060,27.420473098754883
1590140585.798336,2073,25.69923210144043
1590140586.019852,2076,24.103883743286133
1590140586.169224,2077,23.770530700683594
1590140586.316014,2079,23.569555282592773
1590140586.438704,2081,23.40936279296875
1590140586.804905,2085,23.85100746154785
1590140587.127906,2089,24.395206451416016
1590140587.571079,2096,22.94871711730957
1590140588.539302,2111,24.176406860351562
1590140591.333362,2145,22.22133445739746
1590140591.544768,2149,22.31781005859375
1590140592.061847,2156,23.567981719970703
1590140592.862542,2165,22.09784698486328
1590140593.48216,2177,25.25676918029785
1590140594.143462,2187,25.918601989746094
1590140594.255581,2189,26.716445922851562
1590140594.459582,2191,27.24378204345703
1590140594.832537,2196,27.43645477294922
1590140595.014359,2199,27.901840209960938
1590140595.653428,2207,28.249881744384766
1590140596.041659,2211,26.74623680114746
1590140597.529319,2231,28.173839569091797
1590140597.930865,2236,28.910770416259766
1590140598.030062,2237,29.372539520263672
1590140598.209153,2239,29.410213470458984
1590140598.405914,2242,29.755470275878906
1590140598.795249,2246,29.140880584716797
1590140598.892473,2247,28.933870315551758
1590140599.523937,2254,27.59239959716797
1590140599.754692,2257,27.121301651000977
1590140600.034151,2262,28.122997283935547
1590140601.35266,2281,28.29941749572754
1590140602.183732,2291,25.1551456451416
1590140602.747694,2297,24.4589900970459
1590140603.209461,2303,23.870656967163086
1590140603.56291,2307,24.069133758544922
1590140604.375615,2319,26.539552688598633
1590140604.413006,2320,26.851457595825195
1590140606.334463,2345,26.67048454284668
1590140606.88464,2354,28.126461029052734
1590140609.937342,2389,23.696260452270508
1590140610.076319,2390,23.382911682128906
1590140610.223973,2392,24.655094146728516
1590140613.159039,2436,26.91282844543457
1590140613.821398,2444,27.632709503173828
1590140614.359219,2451,28.828372955322266
1590140614.566059,2453,27.950468063354492
1590140614.708845,2455,28.06580924987793
1590140615.243852,2460,27.747480392456055
1590140617.110098,2485,32.92645263671875
1590140617.190196,2486,32.298892974853516
1590140618.030307,2496,32.12969970703125
1590140618.163944,2498,31.63338851928711
1590140618.588836,2503,31.825204849243164
1590140619.727846,2517,31.453819274902344
1590140620.145718,2523,31.180845260620117
1590140620.884848,2532,29.11202621459961
1590140622.171333,2547,28.482568740844727
1590140622.45169,2551,27.670860290527344
1590140622.676403,2553,27.983983993530273
1590140624.603076,2578,26.69280242919922
1590140625.451716,2590,27.02108383178711
1590140626.218577,2600,27.334678649902344
1590140626.637691,2606,27.352821350097656
1590140628.124067,2623,25.09532928466797
1590140628.530695,2629,26.315534591674805
1590140628.677901,2630,26.304786682128906
1590140629.838074,2644,24.30738639831543
1590140630.197995,2650,24.050649642944336
1590140630.480329,2655,24.518693923950195
1590140632.389315,2678,24.337491989135742
1590140633.196879,2685,25.72393226623535
1590140633.577739,2690,25.355125427246094
1590140634.585325,2703,24.672832489013672
1590140635.277554,2710,25.40069007873535
1590140636.710912,2725,26.49151039123535
1590140637.676872,2737,23.61583137512207
1590140637.98603,2740,25.375930786132812
1590140639.187527,2754,22.87805938720703
1590140642.243362,2789,24.03199577331543
1590140642.343268,2790,23.457012176513672
1590140642.365076,2791,23.893342971801758
1590140643.766507,2809,23.71741485595703
1590140644.730388,2824,24.025754928588867
1590140648.58273,2872,32.081451416015625
1590140649.138824,2881,32.423316955566406
1590140649.901954,2890,32.63574981689453
1590140650.430659,2896,32.39710998535156
1590140652.283084,2917,31.831459045410156
1590140652.516263,2919,31.618059158325195
1590140652.661023,2920,31.93610191345215
1590140656.9024,2967,28.415861129760742
1590140657.618327,2975,28.8121395111084
1590140659.420449,2998,28.34761619567871
1590140659.952839,3007,30.31867027282715
1590140660.239139,3011,30.858457565307617
1590140660.66367,3015,30.369646072387695
1590140661.605194,3027,28.315128326416016
1590140661.895501,3030,29.65006446838379
1590140662.502139,3038,30.91398811340332
1590140662.727498,3041,30.67823028564453
1590140664.867031,3065,29.047975540161133
1590140665.176651,3069,29.43212890625
1590140665.378292,3071,29.644840240478516
1590140668.07518,3099,31.309139251708984
1590140670.366022,3122,31.549339294433594
1590140671.571269,3137,32.749603271484375
1590140672.350672,3145,33.96113586425781
1590140672.750244,3150,34.70212936401367
1590140673.19091,3155,33.890411376953125
1590140673.775592,3161,34.55844497680664
1590140675.235297,3177,32.842533111572266
1590140676.854097,3195,29.3040714263916
1590140676.955465,3196,29.346691131591797
1590140677.477379,3203,29.242286682128906
1590140677.72895,3206,29.059961318969727
1590140679.735171,3230,29.588985443115234
1590140680.03013,3233,28.981613159179688
1590140680.716953,3240,27.943954467773438
1590140680.876599,3243,27.70728302001953
1590140680.89679,3244,27.554981231689453
1590140681.10267,3246,27.926755905151367
1590140681.131016,3247,28.24873924255371
1590140683.419194,3272,28.800077438354492
1590140684.297769,3281,27.538616180419922
1590140686.280691,3305,30.81124496459961
1590140687.015765,3313,29.84749984741211
1590140688.294657,3327,32.30916976928711
1590140688.491841,3328,32.07182312011719
1590140690.121844,3345,30.718820571899414
1590140692.772803,3374,31.144330978393555
1590140693.021482,3376,31.156408309936523
1590140693.666425,3386,34.26420593261719
1590140695.239495,3403,35.68666076660156
1590140695.714338,3408,35.11064529418945
1590140697.76766,3430,35.06999588012695
1590140698.728293,3438,32.71982955932617
1590140699.765681,3449,35.65574264526367
1590140699.9385,3451,35.81544876098633
1590140700.455622,3458,36.21533966064453
1590140701.042147,3464,36.5498161315918
1590140701.680491,3471,37.43711853027344
1590140702.184819,3477,38.44340133666992
1590140702.426313,3480,38.71836471557617
1590140704.316838,3497,34.60234451293945
1590140705.247348,3509,35.45771789550781
1590140705.474592,3512,35.9296989440918
1590140706.114424,3519,36.2274284362793
1590140707.379949,3535,38.08375549316406
1590140707.553429,3537,38.25459671020508
1590140708.078993,3543,37.452274322509766
1590140708.564574,3547,36.51511764526367
1590140710.24712,3563,35.66732406616211
1590140711.936744,3580,32.99814224243164
1590140713.656162,3600,33.2770881652832
1590140715.117188,3618,33.049800872802734
1590140715.357439,3620,33.63582229614258
1590140715.470022,3622,34.0015869140625
1590140715.919215,3625,32.981971740722656
1590140716.15099,3628,33.164215087890625
1590140717.860345,3645,32.46653366088867
1590140718.911573,3656,33.3785400390625
1590140720.261232,3670,33.340877532958984
1590140722.884505,3700,35.89221954345703
1590140723.039545,3702,35.78352355957031
1590140724.937397,3726,36.702083587646484
1590140725.289121,3730,37.22621536254883
1590140725.509717,3732,37.87569808959961
1590140725.939212,3738,38.621009826660156
1590140726.229315,3741,39.17166519165039
1590140726.48269,3743,39.067962646484375
1590140727.181586,3752,38.144775390625
1590140727.892096,3759,36.706172943115234
1590140729.221612,3772,36.37495422363281
1590140729.863192,3780,37.423770904541016
1590140731.06589,3793,37.031761169433594
1590140731.21701,3795,37.85377883911133
1590140731.398828,3798,37.881568908691406
1590140733.114463,3814,37.357120513916016
1590140733.626278,3819,36.78519058227539
1590140733.913848,3821,37.106544494628906
1590140734.697384,3831,37.36359405517578
1590140734.896891,3835,38.0291633605957
1590140737.554518,3864,37.8255500793457
1590140738.050475,3869,39.54901123046875
1590140739.196032,3876,37.41572189331055
1590140743.357698,3920,36.17155075073242
1590140744.146319,3928,34.95122146606445
1590140744.743724,3935,33.89801025390625
1590140745.0594,3939,32.500396728515625
1590140745.972731,3950,33.644893646240234
1590140746.62644,3956,34.347496032714844
1590140747.266583,3962,33.434383392333984
1590140749.547912,3984,32.1958122253418
1590140750.466684,3995,33.408931732177734
1590140750.722272,4000,35.502960205078125
1590140751.605812,4009,35.826114654541016
1590140751.668041,4010,35.90227127075195
1590140752.927644,4022,36.066001892089844
1590140754.208188,4033,37.48270034790039
1590140754.708267,4036,38.338348388671875
1590140755.410398,4046,39.80337905883789
1590140759.953702,4093,38.92579650878906
1590140760.326038,4098,37.934837341308594
1590140760.429028,4099,37.586883544921875
1590140761.761972,4109,36.393028259277344
1590140768.905716,4182,38.244197845458984
1590140769.865648,4193,37.83279037475586
1590140769.901496,4194,38.100303649902344
1590140770.233038,4196,38.68840026855469
1590140770.417438,4198,37.647220611572266
1590140770.815808,4201,38.60325622558594
1590140770.950421,4202,38.51232147216797
1590140773.368321,4227,39.06654739379883
1590140773.873527,4232,38.51938247680664
1590140774.038852,4235,38.31993103027344
1590140774.609783,4243,37.129573822021484
1590140775.801116,4254,36.5241584777832
1590140776.794081,4263,36.90047073364258
1590140777.056018,4266,37.120540618896484
1590140777.110318,4267,37.00167465209961
1590140778.743872,4282,38.641754150390625
1590140780.453712,4298,40.45716857910156
1590140781.062235,4304,39.82617950439453
1590140781.516959,4308,40.21945571899414
1590140782.468731,4317,41.50865173339844
1590140782.710348,4319,41.44260025024414
1590140783.649326,4328,41.94459915161133
1590140784.067661,4332,42.575889587402344
1590140785.250286,4343,41.68399429321289
1590140788.293401,4369,38.89657211303711
1590140789.286251,4378,38.136417388916016
1590140790.822429,4393,36.67082595825195
1590140791.547825,4400,37.050331115722656
1590140792.240807,4406,37.540313720703125
1590140792.539649,4410,37.583900451660156
1590140792.606067,4411,37.984413146972656
1590140794.859135,4430,34.77458572387695
1590140795.335047,4433,34.345947265625
1590140798.772063,4469,36.342041015625
1590140799.428014,4475,36.6286735534668
1590140801.301299,4490,37.165653228759766
1590140801.442174,4492,37.550010681152344
1590140803.757022,4509,37.14209747314453
1590140803.921321,4510,36.65195846557617
1590140805.399667,4529,40.30153274536133
1590140805.487564,4530,39.96603775024414
1590140805.799617,4533,39.83313751220703
1590140806.493615,4542,42.05702590942383
1590140807.679022,4553,44.97270202636719
1590140809.994028,4578,45.71123123168945
1590140810.555895,4581,45.618919372558594
1590140811.287772,4592,46.88313293457031
1590140811.638776,4595,46.42807388305664
1590140811.889253,4597,46.085384368896484
1590140812.022396,4599,46.052127838134766
1590140813.512454,4611,46.305152893066406
1590140815.276405,4628,45.23524856567383
1590140817.561619,4649,41.59850311279297
1590140818.293092,4656,40.467430114746094
1590140819.239361,4664,41.735931396484375
1590140819.742486,4668,41.01956558227539
1590140820.75464,4675,40.15583038330078
1590140820.854745,4676,39.8061408996582
1590140820.990278,4677,39.402244567871094
1590140822.470177,4687,38.21163558959961
1590140825.785924,4713,37.45088577270508
1590140826.187677,4718,37.216827392578125
1590140828.645301,4734,36.831844329833984
1590140830.07102,4745,38.08414840698242
1590140830.528293,4749,39.00638198852539
1590140830.612291,4750,39.176326751708984
1590140831.537545,4758,38.4341926574707
1590140832.229267,4764,37.053367614746094
1590140832.479966,4767,37.921714782714844
1590140833.446824,4776,38.68046188354492
1590140833.711198,4780,40.24224090576172
1590140834.564084,4787,41.16226577758789
1590140834.701767,4788,41.104400634765625
1590140835.160045,4794,40.398677825927734
1590140836.196156,4800,41.107704162597656
1590140836.584729,4802,41.095375061035156
1590140836.957034,4805,41.57291030883789
1590140840.901077,4840,42.292423248291016
1590140842.662692,4852,39.888519287109375
1590140844.784392,4871,41.12221908569336
1590140845.090005,4873,40.8689079284668
1590140848.099461,4894,40.524932861328125
1590140851.311403,4914,41.688758850097656
1590140854.129361,4938,41.71686935424805
1590140854.46284,4941,41.571834564208984
1590140855.992958,4954,43.405181884765625
1590140856.802292,4962,44.331993103027344
1590140858.040061,4971,44.04825210571289
1590140858.328568,4974,44.537841796875
1590140858.579084,4976,44.63230514526367
1590140858.689028,4977,44.92482376098633
1590140864.400132,5021,41.3878059387207
1590140865.094783,5027,41.44099044799805
1590140865.473553,5030,40.9040412902832
1590140866.217036,5037,41.51376724243164
1590140868.14476,5050,40.82516098022461
1590140868.360405,5052,40.22490310668945
1590140868.434058,5053,40.429744720458984
1590140869.19487,5060,41.03727722167969
1590140871.424836,5078,39.68190002441406
1590140873.94306,5101,37.36638259887695
1590140874.240066,5106,38.264583587646484
1590140876.247553,5126,38.426856994628906
1590140876.583436,5128,38.84095764160156
1590140877.471267,5134,40.22733688354492
1590140880.819601,5160,41.945526123046875
1590140881.570344,5165,41.45126724243164
1590140883.526047,5182,42.654579162597656
1590140886.545596,5200,44.556304931640625
1590140887.402441,5208,45.28329849243164
1590140890.606393,5231,47.08841323852539
1590140891.343224,5235,46.89774703979492
1590140892.258557,5239,46.674530029296875
1590140892.325319,5240,46.657527923583984
1590140895.45967,5266,44.77913284301758
1590140899.036962,5289,43.27068328857422
1590140902.376247,5318,39.592620849609375
1590140903.863506,5329,38.39186096191406
1590140905.607797,5345,38.81828689575195
1590140907.739553,5359,37.77458190917969
1590140907.815072,5360,37.838111877441406
1590140910.659007,5380,38.8219108581543
1590140914.12282,5404,42.420352935791016
1590140916.282877,5420,44.8793830871582
1590140918.901736,5439,44.60633850097656
1590140919.757209,5442,44.92020797729492
1590140920.254924,5447,45.733768463134766
1590140924.955882,5484,44.905311584472656
1590140925.748508,5491,46.03480529785156
1590140926.433191,5495,45.264095306396484
1590140927.397883,5501,45.15009689331055
1590140928.258304,5507,45.83138656616211
1590140928.788039,5512,45.9912223815918
1590140929.077149,5515,45.26164245605469
1590140929.38593,5517,45.035919189453125
1590140932.875356,5541,47.05797576904297
1590140933.76293,5549,47.82511901855469
1590140935.823181,5566,48.03528594970703
1590140936.706038,5571,48.02799987792969
1590140937.006586,5573,48.127254486083984
1590140939.147079,5585,47.638858795166016
1590140939.682393,5587,47.22294235229492
1590140940.881147,5593,47.15030288696289
1590140942.890344,5605,46.064605712890625
1590140943.367913,5610,45.88356399536133
1590140944.795028,5620,44.85884094238281
1590140946.05775,5630,44.76881790161133
1590140949.982892,5658,45.72789001464844
1590140950.466408,5660,46.084693908691406
1590140950.940643,5664,46.546382904052734
1590140952.821715,5679,47.3338737487793
1590140958.328373,5720,48.62431716918945
1590140958.798281,5723,48.4261360168457
1590140961.641231,5741,49.62890625
1590140964.409152,5759,48.89090347290039
1590140966.879045,5776,49.99763107299805
1590140967.124534,5779,50.31694412231445
1590140967.835826,5784,50.756160736083984
1590140968.537216,5789,50.13862228393555
1590140970.923013,5807,50.84603500366211
1590140971.086472,5808,50.978187561035156
1590140973.770276,5825,51.77106475830078
1590140974.144398,5828,51.016204833984375
1590140975.524596,5835,51.045650482177734
1590140980.053069,5862,48.09571838378906
1590140980.222227,5864,48.273399353027344
1590140981.43979,5871,47.654991149902344
1590140984.669266,5889,47.6076774597168
1590140985.958755,5898,47.30813217163086
1590140987.365962,5907,47.33382797241211
1590140988.933192,5917,47.65345001220703
1590140990.555738,5928,47.99515151977539
1590140991.023504,5932,47.4571418762207
1590140991.218536,5933,47.618507385253906
1590140993.936958,5952,48.05440139770508
1590140994.77072,5957,49.01921844482422
1590140995.483585,5959,49.44357681274414
1590140996.253708,5963,48.869075775146484
1590140998.083239,5972,49.67749786376953
1590141001.011519,5990,47.74622344970703
1590141004.558883,6010,47.36446762084961
1590141005.364214,6015,48.59758758544922
1590141006.993795,6024,49.32973098754883
1590141007.879785,6030,48.413326263427734
1590141008.042278,6031,48.183074951171875
1590141008.7893,6035,47.8416748046875
1590141009.28733,6038,48.22529602050781
1590141012.98708,6060,49.281375885009766
1590141015.431175,6078,50.49258041381836
1590141015.75944,6082,51.15711975097656
1590141016.545032,6087,51.60795593261719
1590141018.832163,6103,52.07941436767578
1590141019.31387,6105,52.28971862792969
1590141021.171879,6115,51.902732849121094
1590141022.127241,6121,51.39262771606445
1590141022.357533,6123,51.17168045043945
1590141023.425145,6129,51.15383529663086
1590141023.863491,6131,51.43722152709961
1590141024.109451,6133,51.1984977722168
1590141026.646408,6145,52.8498649597168
1590141027.088543,6147,52.90073776245117
1590141027.427977,6149,52.697017669677734
1590141030.074488,6172,53.18804168701172
1590141030.981242,6181,51.146419525146484
1590141031.287733,6184,50.56698226928711
1590141034.066444,6200,48.39985275268555
1590141036.211669,6211,47.558658599853516
1590141036.498023,6213,48.05209732055664
1590141037.481367,6219,47.364532470703125
1590141040.205767,6232,46.860836029052734
1590141040.870656,6237,47.40595626831055
1590141041.487882,6244,46.500457763671875
1590141042.427508,6250,46.01701736450195
1590141044.626946,6263,46.106632232666016
1590141049.21938,6289,48.868221282958984
1590141053.997859,6312,52.523067474365234
1590141055.014969,6316,51.79762268066406
1590141055.232462,6317,51.97956085205078
1590141056.927962,6324,52.748138427734375
1590141060.469207,6341,52.1689567565918
1590141062.005989,6352,53.079254150390625
1590141063.681258,6363,53.063011169433594
1590141065.051966,6370,52.169979095458984
1590141066.330539,6376,53.22746658325195
1590141072.773714,6400,51.73830795288086
1590141084.566775,6455,51.73131561279297
1590141085.355396,6459,51.453468322753906
1590141089.371117,6472,51.7000846862793
1590141093.027114,6487,51.48512649536133
1590141095.190264,6495,52.492088317871094
1590141095.316187,6496,52.28271484375
1590141095.859433,6500,53.01438903808594
1590141098.895453,6510,54.06767272949219
1590141101.913184,6520,53.75019073486328
1590141102.244522,6521,53.50163269042969
1590141102.538058,6522,53.51551055908203
1590141104.403247,6530,53.5486946105957
1590141108.600727,6550,53.293582916259766
1590141114.936166,6574,52.050193786621094
1590141116.512033,6581,52.047176361083984
1590141117.040953,6584,52.62385177612305
1590141119.984772,6594,51.97807312011719
1590141121.685855,6603,51.511661529541016
1590141123.003519,6606,51.7625732421875
1590141125.602049,6616,51.65655517578125
1590141127.190894,6621,51.955230712890625
1590141136.353618,6657,52.751461029052734
1590141137.811829,6666,53.803672790527344
1590141138.043164,6668,54.432456970214844
1590141138.647875,6672,54.536155700683594
1590141139.399875,6678,54.146148681640625
1590141139.581932,6681,54.18154525756836
1590141140.328045,6688,54.23212432861328
1590141141.393362,6696,54.4591064453125
1590141141.630828,6699,54.80271530151367
1590141143.803772,6707,54.27189636230469
1590141144.664195,6711,54.71855545043945
1590141145.904711,6715,54.55177307128906
1590141150.591816,6738,54.790287017822266
1590141151.35106,6742,55.45552062988281
1590141153.628468,6749,55.760108947753906
1590141154.534707,6753,55.883296966552734
1590141157.234975,6764,54.489166259765625
1590141162.003976,6776,54.5386962890625
1590141166.93518,6792,53.24957275390625
1590141175.011136,6817,53.16608428955078
1590141180.334772,6832,52.774696350097656
1590141184.898307,6846,51.795570373535156
1590141187.347329,6854,52.118263244628906
1590141189.524916,6862,53.8681755065918
1590141190.748663,6868,54.4367561340332
1590141190.938444,6869,54.452152252197266
1590141200.458914,6895,55.587738037109375
1590141204.068559,6909,55.31288146972656
1590141216.905321,6934,54.49212646484375
1590141222.478122,6951,55.98274612426758
1590141228.545716,6963,56.20426940917969
1590141229.486141,6966,55.29201889038086
1590141231.469132,6972,55.36600112915039
1590141238.038244,6990,55.68320846557617
1590141239.515656,6992,55.392364501953125
1590141248.322882,7010,54.07845687866211
1590141249.638481,7014,54.73662185668945
1590141258.591092,7035,55.72463607788086
1590141259.956681,7039,55.48533248901367
1590141263.28642,7046,55.06201934814453
1590141267.781237,7059,56.0046501159668
1590141270.072617,7065,56.50428771972656
1590141274.744243,7079,57.05379104614258
1590141281.689905,7091,57.03289794921875
1590141288.21098,7106,57.31444549560547
1590141291.870913,7114,56.559608459472656
1590141291.943645,7115,56.64775085449219
1590141302.778785,7137,56.44995880126953
1590141304.993609,7141,56.27426528930664
1590141313.018842,7155,56.77456283569336
1590141318.561132,7167,55.26604461669922
1590141319.70281,7168,55.347938537597656
1590141322.53963,7175,54.221675872802734
1590141328.107649,7189,54.74689865112305
1590141330.121323,7195,54.70307922363281
1590141332.723509,7202,55.339637756347656
1590141334.719012,7204,55.2578010559082
1590141338.618492,7213,55.839351654052734
1590141338.760906,7215,56.13072204589844
1590141338.902132,7216,55.57461166381836
1590141347.677796,7235,56.06825256347656
1590141348.25272,7238,55.98354721069336
1590141352.537899,7247,55.79789352416992
1590141355.048274,7260,54.62089538574219
1590141364.610741,7284,54.85282516479492
1590141373.271317,7300,53.76025390625
1590141378.866191,7311,53.455047607421875
1590141384.653933,7329,54.00863265991211
1590141387.383627,7339,54.32135772705078
1590141387.863684,7340,54.63013458251953
1590141388.858478,7346,54.730613708496094
1590141390.404661,7353,56.37142562866211
1590141390.844051,7357,56.86042022705078
1590141391.055622,7358,56.09992599487305
1590141391.144914,7359,55.97238540649414
1590141397.320249,7381,55.51062774658203
1590141397.535662,7382,55.447322845458984
