Wall time,Step,Value
1590139431.553586,5,23.344295501708984
1590139431.67674,18,29.84317398071289
1590139431.740488,24,26.32485580444336
1590139432.212792,40,22.951974868774414
1590139432.308168,42,22.225282669067383
1590139432.494121,45,21.435327529907227
1590139432.592318,47,20.24300765991211
1590139432.99575,53,17.751344680786133
1590139433.100577,56,19.204496383666992
1590139433.888828,71,18.309274673461914
1590139434.179492,74,17.916444778442383
1590139434.553352,79,17.88414764404297
1590139435.050759,87,18.123899459838867
1590139435.409688,94,18.930801391601562
1590139435.960489,102,18.705013275146484
1590139436.111195,105,19.03841781616211
1590139436.175298,106,19.2188663482666
1590139436.609729,113,17.262615203857422
1590139437.251724,126,17.02373504638672
1590139438.050747,139,17.98748016357422
1590139438.686483,150,17.9969425201416
1590139438.939209,155,19.09294891357422
1590139439.138965,158,18.216121673583984
1590139439.80116,167,18.317716598510742
1590139439.838458,168,18.93946647644043
1590139440.487101,178,18.392065048217773
1590139440.817001,183,18.38695526123047
1590139440.916867,185,18.091835021972656
1590139440.975019,186,17.982559204101562
1590139441.161487,190,18.162813186645508
1590139441.698102,198,16.45914077758789
1590139442.215603,206,17.088214874267578
1590139442.273011,207,16.538942337036133
1590139442.565005,212,17.94441032409668
1590139443.390985,223,17.08209800720215
1590139443.736507,229,17.704450607299805
1590139444.006476,234,17.247867584228516
1590139444.112138,237,16.80921745300293
1590139444.802759,249,17.396806716918945
1590139445.24467,255,17.462894439697266
1590139445.643881,260,16.804311752319336
1590139446.041922,267,17.472259521484375
1590139446.262368,271,16.481754302978516
1590139446.414035,273,16.445255279541016
1590139447.602582,292,17.101850509643555
1590139447.827018,297,19.56422233581543
1590139447.887772,298,19.74006462097168
1590139448.221414,303,18.823368072509766
1590139448.440415,308,19.98000144958496
1590139448.539592,310,19.854236602783203
1590139448.983245,318,19.891902923583984
1590139449.06126,319,20.231298446655273
1590139449.558513,326,19.408960342407227
1590139449.825531,330,18.565345764160156
1590139450.487504,339,16.7005558013916
1590139450.909543,347,16.327741622924805
1590139452.071934,363,17.200151443481445
1590139452.301077,367,17.008378982543945
1590139452.66138,373,17.902334213256836
1590139452.927008,377,16.6728515625
1590139453.043935,379,17.85507583618164
1590139455.534793,421,19.958242416381836
1590139455.56274,422,21.20868492126465
1590139455.634637,424,22.12127113342285
1590139455.88668,430,22.177120208740234
1590139456.436903,439,23.98018455505371
1590139456.551812,441,25.336288452148438
1590139456.637302,442,25.900739669799805
1590139456.8832,445,24.685787200927734
1590139457.348347,451,23.58009147644043
1590139457.713051,460,25.18482208251953
1590139457.857809,463,25.983327865600586
1590139457.933643,464,25.457937240600586
1590139458.580055,474,26.4088077545166
1590139459.721503,491,26.27372932434082
1590139459.768542,493,26.615032196044922
1590139460.762947,507,25.464303970336914
1590139461.04416,512,25.081233978271484
1590139461.186055,514,25.56869125366211
1590139461.397125,517,24.749433517456055
1590139461.906025,525,23.992231369018555
1590139462.322864,531,22.091646194458008
1590139462.460325,533,21.100521087646484
1590139462.553623,536,21.603410720825195
1590139462.904828,542,19.656822204589844
1590139463.239346,547,21.056486129760742
1590139463.894612,557,19.574886322021484
1590139464.157548,563,19.593544006347656
1590139464.509802,569,19.01709747314453
1590139464.76957,573,19.181865692138672
1590139465.162771,579,19.06602668762207
1590139465.310249,581,20.049449920654297
1590139465.428877,582,19.990968704223633
1590139465.563002,584,19.342676162719727
1590139465.689483,586,18.906442642211914
1590139465.746116,587,18.296039581298828
1590139466.054803,592,19.680688858032227
1590139466.208734,593,19.131404876708984
1590139466.73205,602,17.987449645996094
1590139467.165677,608,18.726449966430664
1590139467.268174,610,19.281545639038086
1590139467.601644,615,19.493436813354492
1590139467.833966,620,20.342069625854492
1590139468.011157,622,19.446931838989258
1590139468.665112,634,22.78961181640625
1590139469.083019,641,23.52756690979004
1590139469.150588,642,23.670488357543945
1590139469.252642,644,23.330846786499023
1590139469.314235,646,24.11827278137207
1590139469.390963,647,24.39943504333496
1590139469.474335,649,25.471208572387695
1590139470.581679,661,26.426177978515625
1590139470.744618,664,26.258588790893555
1590139470.989738,668,24.98453712463379
1590139471.144397,671,24.36203384399414
1590139471.304769,674,25.24895668029785
1590139471.533543,678,25.488590240478516
1590139471.730133,679,25.27985191345215
1590139472.067317,683,24.089588165283203
1590139472.378923,688,24.038488388061523
1590139473.196102,699,23.44651222229004
1590139473.524414,703,23.28253173828125
1590139473.780528,706,23.708660125732422
1590139474.297592,714,22.792131423950195
1590139474.486824,718,22.06667137145996
1590139474.777423,721,20.816064834594727
1590139474.85902,722,21.68581199645996
1590139474.934817,723,20.959213256835938
1590139475.339049,730,20.643239974975586
1590139475.754487,736,20.768795013427734
1590139475.926749,738,21.649089813232422
1590139475.981877,739,21.025297164916992
1590139476.264808,743,21.48579978942871
1590139476.660754,747,21.206743240356445
1590139476.992794,751,20.689258575439453
1590139477.073339,752,20.037128448486328
1590139477.30407,756,20.197908401489258
1590139478.086125,765,20.431140899658203
1590139478.33898,769,22.151878356933594
1590139478.360702,770,22.248062133789062
1590139478.410635,771,22.800073623657227
1590139478.518833,773,23.359142303466797
1590139478.576846,774,23.472959518432617
1590139478.995975,780,24.11597442626953
1590139479.196904,784,25.808761596679688
1590139479.272082,785,26.186471939086914
1590139479.432527,787,25.775447845458984
1590139479.597073,789,26.221954345703125
1590139479.759504,792,26.875030517578125
1590139479.81631,793,26.29576873779297
1590139479.882989,794,25.721315383911133
1590139479.931273,795,26.20379638671875
1590139480.077612,798,27.951038360595703
1590139480.489222,802,28.751361846923828
1590139480.858031,807,28.459930419921875
1590139480.923717,808,29.135841369628906
1590139480.971595,809,28.97476577758789
1590139481.339957,815,28.183692932128906
1590139482.639388,832,27.47027015686035
1590139483.046191,836,28.946279525756836
1590139483.207153,838,27.308490753173828
1590139483.623339,843,27.563154220581055
1590139485.495712,867,26.496288299560547
1590139485.666707,869,25.851503372192383
1590139485.943903,874,26.48491668701172
1590139486.060348,876,26.675458908081055
1590139486.462542,880,26.363494873046875
1590139486.549495,882,26.719648361206055
1590139486.986506,890,25.893692016601562
1590139487.326749,896,26.174076080322266
1590139487.591694,900,25.794170379638672
1590139488.052488,907,26.45220947265625
1590139488.194798,909,26.545806884765625
1590139488.576447,915,27.04512596130371
1590139488.755156,917,26.568239212036133
1590139488.904554,920,27.313961029052734
1590139489.030213,923,27.215192794799805
1590139489.784303,931,27.213729858398438
1590139489.831938,932,28.250797271728516
1590139490.098633,935,28.381553649902344
1590139490.556204,942,30.348012924194336
1590139490.730363,945,30.486942291259766
1590139491.417854,954,29.587745666503906
1590139491.669687,958,29.979923248291016
1590139491.867793,961,28.64118766784668
1590139491.951634,962,27.97967529296875
1590139492.614595,971,29.46120834350586
1590139492.681021,972,29.552820205688477
1590139493.047453,976,29.010107040405273
1590139493.214725,978,28.381589889526367
1590139493.235748,979,28.850263595581055
1590139493.529887,983,27.85192108154297
1590139493.570858,984,27.841182708740234
1590139493.831651,987,28.634632110595703
1590139493.852742,988,29.538944244384766
1590139494.345504,996,29.58873748779297
1590139494.598243,1000,30.175783157348633
1590139494.752209,1002,29.567785263061523
1590139494.910798,1004,29.82109832763672
1590139494.977855,1005,29.167743682861328
1590139495.795499,1014,26.92380142211914
1590139495.990612,1017,27.575321197509766
1590139496.593287,1025,26.93811798095703
1590139496.717664,1027,27.51736068725586
1590139497.070861,1032,27.10548973083496
1590139497.523259,1037,24.666479110717773
1590139498.287211,1044,23.165809631347656
1590139499.259217,1057,24.249675750732422
1590139499.667741,1063,25.126859664916992
1590139499.993775,1066,25.033885955810547
1590139500.110153,1068,25.023550033569336
1590139500.434469,1072,25.500743865966797
1590139500.758678,1076,24.80953598022461
1590139500.879935,1078,25.46077537536621
1590139501.328563,1083,25.74717140197754
1590139501.45052,1084,25.84489631652832
1590139501.532144,1085,25.431819915771484
1590139502.168627,1093,23.945695877075195
1590139502.677682,1099,22.775041580200195
1590139503.01757,1103,23.464210510253906
1590139503.056171,1104,24.434307098388672
1590139503.085744,1105,24.161808013916016
1590139503.784994,1114,26.486989974975586
1590139504.164609,1119,26.8275089263916
1590139505.258259,1133,27.50740623474121
1590139505.415834,1135,27.077014923095703
1590139506.97711,1155,31.458209991455078
1590139507.163694,1156,32.653079986572266
1590139507.468108,1160,32.281192779541016
1590139507.529269,1161,31.683765411376953
